task_name,arrival_time,start_time,service_time,completion_time,wait_time,turnaround_time
Task-76,76.21473362442087,94.64562548324115,5.508072966557678,100.15369844979882,18.43089,23.93896
Task-79,78.67695045037136,96.75842534681034,3.886857220112169,100.6452825669225,18.08147,21.96833
Task-77,77.69561434488487,96.22388569590284,5.391724236924534,101.61560993282737,18.52827,23.92
Task-78,78.63860329509832,96.24906857064938,5.6734311351083155,101.9224997057577,17.61047,23.2839
Task-80,78.87540195858503,100.15369844979882,4.707337091747945,104.86103554154677,21.2783,25.98563
Task-81,79.56832443420015,100.6452825669225,5.17532998567268,105.82061255259518,21.07696,26.25229
Task-82,82.570035829386,101.61560993282737,4.957131323983526,106.5727412568109,19.04557,24.00271
Task-83,83.34596224901581,101.9224997057577,5.836220359638357,107.75872006539606,18.57654,24.41276
Task-84,83.59349600489976,104.86103554154677,5.599466003089228,110.460501544636,21.26754,26.86701
Task-86,86.14144604562865,106.5727412568109,4.298401103899211,110.87114236071011,20.4313,24.7297
Task-85,85.06461337462783,105.82061255259518,5.481898623987496,111.30251117658267,20.756,26.2379
Task-87,89.60156058793443,107.75872006539606,5.268914606780779,113.02763467217684,18.15716,23.42607
Task-88,90.63680614467017,110.460501544636,4.647734399565673,115.10823594420168,19.8237,24.47143
Task-90,92.67925834298416,111.30251117658267,4.254702910912553,115.55721408749523,18.62325,22.87796
Task-89,91.04371423721324,110.87114236071011,5.823292367944128,116.69443472865424,19.82743,25.65072
Task-91,93.0733162002612,113.02763467217684,4.146807460367781,117.17444213254463,19.95432,24.10113
Task-93,94.97751829047667,115.55721408749523,4.495870215905293,120.05308430340052,20.5797,25.07557
Task-92,94.58279692407044,115.10823594420168,5.503310651132348,120.61154659533403,20.52544,26.02875
Task-94,95.22682970109742,116.69443472865424,4.502884282269915,121.19731901092416,21.46761,25.97049
Task-95,95.86357813597927,117.17444213254463,4.9750541322924935,122.14949626483713,21.31086,26.28592
Task-96,96.52601710891187,120.05308430340052,4.830228412923293,124.88331271632381,23.52707,28.3573
Task-97,97.01594642897209,120.61154659533403,4.613695833667544,125.22524242900158,23.5956,28.2093
Task-98,98.01567615431725,121.19731901092416,4.792518620333431,125.98983763125759,23.18164,27.97416
Task-99,101.72704220010712,122.14949626483713,5.819580649467898,127.96907691430502,20.42245,26.24203
Task-100,102.14799057000708,124.88331271632381,4.301824634549051,129.18513735087288,22.73532,27.03715
Task-101,103.70648333250398,125.22524242900158,5.8362630284518024,131.0615054574534,21.51876,27.35502
Task-102,104.7225922280605,125.98983763125759,5.268509984933373,131.25834761619095,21.26725,26.53576
Task-103,105.66812664468598,127.96907691430502,5.213954279453813,133.18303119375884,22.30095,27.5149
Task-104,111.10900747619294,129.18513735087288,4.697292116821301,133.88242946769418,18.07613,22.77342
Task-105,111.2703150241568,131.0615054574534,4.747088535036267,135.80859399248965,19.79119,24.53828
Task-106,112.12292882051143,131.25834761619095,4.696846306974534,135.95519392316547,19.13542,23.83227
Task-107,113.58656390324617,133.18303119375884,4.023746805302623,137.20677799906147,19.59647,23.62021
Task-108,114.23908624001471,133.88242946769418,4.636159003213654,138.51858847090784,19.64334,24.2795
Task-109,115.83866053066224,135.80859399248965,4.375957727945808,140.18455172043545,19.96993,24.34589
Task-110,115.85116133261145,135.95519392316547,4.795910320239964,140.75110424340542,20.10403,24.89994
Task-111,117.16713250074115,137.20677799906147,5.327407048195131,142.5341850472566,20.03965,25.36705
Task-112,117.26224515549144,138.51858847090784,4.960716573291462,143.4793050441993,21.25634,26.21706
Task-113,118.47729403337311,140.18455172043545,4.53722905622084,144.7217807766563,21.70726,26.24449
Task-114,120.42867389267383,140.75110424340542,5.335635420961697,146.08673966436712,20.32243,25.65807
Task-115,122.50172818053707,142.5341850472566,5.047609274679743,147.58179432193634,20.03246,25.08007
Task-116,122.57505032978877,143.4793050441993,5.040947616697035,148.52025266089632,20.90425,25.9452
